Entity,Code,Year,Lower_secondary_education,Pre-primary_education,Primary_education,Tertiary_education_programmes,Upper_secondary_education,Total
Belarus,BLR,1997,,54200,,40300,,94500
Belarus,BLR,1998,,54200,31900,,,86100
Belarus,BLR,1999,,53575,32360,30273,,116208
Belarus,BLR,2000,,53232,32940,39195,,125367
Belarus,BLR,2001,,52459,32166,40470,,125095
Belarus,BLR,2002,,53447,30722,42544,,126713
Belarus,BLR,2003,,43685,27418,43200,,114303
Belarus,BLR,2004,,43482,26151,42872,,112505
Belarus,BLR,2005,,43606,23671,41715,,108992
Belarus,BLR,2006,,43827,22949,42157,,108933
Belarus,BLR,2007,,44027,22640,42121,,108788
Belarus,BLR,2008,,43986,23638,39560,,107184
Belarus,BLR,2009,,44143,23916,39867,,107926
Belarus,BLR,2010,,44470,23907,40555,,108932
Belarus,BLR,2011,,45101,23644,40787,,109532
Belarus,BLR,2012,,47213,23595,42476,,113284
Belarus,BLR,2013,58374,41718,23150,42006,27027,133901
Belarus,BLR,2014,56163,41851,22383,31876,24350,120460
Belgium,BEL,1971,,17916,51692,,,69608
Belgium,BEL,1974,,17650,50312,,,67962
Belgium,BEL,1976,,17460,48625,,,66085
Belgium,BEL,1977,,17306,48038,,,65344
Belgium,BEL,1978,,16833,46484,,,63317
Belgium,BEL,1979,,16804,46227,,,63031
Belgium,BEL,1980,,17217,44212,,,61429
Belgium,BEL,1981,,17116,46430,,,63546
Belgium,BEL,1982,,17174,45130,,,62304
Belgium,BEL,1984,,16802,40894,,,57696
Belgium,BEL,1985,,19062,43958,,,63020
Belgium,BEL,1986,,19793,44190,,,63983
Belgium,BEL,1987,,,,19452,,19452
Belgium,BEL,1989,,,,27796,,27796
Belgium,BEL,1990,,,,28283,,28283
Belgium,BEL,1991,,,,28058,,28058
Belgium,BEL,1993,,24332,59830,32561,,116723
Belgium,BEL,1994,,24170,60738,32938,,117846
Belgium,BEL,2000,,,64571,22756,,87327
Belgium,BEL,2001,,27118,63626,23041,,113785
Belgium,BEL,2002,,27434,64288,23321,,115043
Belgium,BEL,2003,36425,28051,64125,25364,,117540
Belgium,BEL,2004,36765,28743,64556,25602,,118901
Belgium,BEL,2005,42469,28899,64278,25774,,118951
Belgium,BEL,2006,42999,29365,64947,26067,,120379
Belgium,BEL,2007,43208,29550,65378,26298,,121226
Belgium,BEL,2008,41748,30201,65574,26619,,122394
Belgium,BEL,2009,41991,30704,65668,27418,,123790
Belgium,BEL,2010,42533,31194,66317,28957,,126468
Belgium,BEL,2011,41460,31978,65783,28443,,126204
Belgium,BEL,2012,41713,32488,66441,28859,,127788
Belgium,BEL,2013,46920,33653,68576,29895,80786,212910
Belgium,BEL,2014,47390,34465,68826,28602,81023,212916
Belize,BLZ,1971,,,,15,,15
Belize,BLZ,1972,,18,,20,,38
Belize,BLZ,1974,,,,22,,22
Belize,BLZ,1975,,,,23,,23
Belize,BLZ,1981,,130,,,,130
Belize,BLZ,1987,,130,,,,130
Belize,BLZ,1990,,143,,,,143
Belize,BLZ,1991,,155,,,,155
Belize,BLZ,1992,,170,,,,170
Belize,BLZ,1993,,176,,,,176
Belize,BLZ,1994,,176,,,,176
Belize,BLZ,1995,,190,,,,190
Belize,BLZ,1996,,181,,,,181
Belize,BLZ,1997,,185,,,,185
Belize,BLZ,1999,700,196,1880,,207,2283
Belize,BLZ,2000,784,194,1921,,212,2327
Belize,BLZ,2001,841,210,1983,,225,2418
Belize,BLZ,2003,922,214,2274,,298,2786
Belize,BLZ,2004,1138,222,2109,,390,2721
Belize,BLZ,2005,1148,256,2127,,410,2793
Belize,BLZ,2006,1246,282,2245,,495,3022
Belize,BLZ,2007,1279,291,2268,,517,3076
Belize,BLZ,2008,1324,348,2299,,511,3158
Belize,BLZ,2009,1380,378,2325,,515,3218
Belize,BLZ,2010,1436,378,2367,,511,3256
Belize,BLZ,2011,1526,413,2391,362,534,3700
Belize,BLZ,2012,1557,436,2486,420,585,3927
Belize,BLZ,2013,1523,436,2329,418,593,3776
Belize,BLZ,2014,1520,452,2321,595,583,3951
Benin,BEN,1971,,,3753,33,,3786
Benin,BEN,1972,,,3929,52,,3981
Benin,BEN,1973,,,4184,90,,4274
Benin,BEN,1974,,,4450,119,,4569
Benin,BEN,1975,,,4708,143,,4851
Benin,BEN,1976,,,4864,153,,5017
Benin,BEN,1977,,,5786,,,5786
Benin,BEN,1978,,,6326,,,6326
Benin,BEN,1979,,,6048,,,6048
Benin,BEN,1980,,,6547,,,6547
Benin,BEN,1981,,174,7994,649,,8817
Benin,BEN,1982,,246,10381,803,,11430
Benin,BEN,1983,,267,11339,824,,12430
Benin,BEN,1984,,344,12163,806,,13313
Benin,BEN,1985,,438,13269,874,,14581
Benin,BEN,1986,,526,13452,971,,14949
Benin,BEN,1987,,618,13867,1110,,15595
Benin,BEN,1988,,650,14067,,,14717
Benin,BEN,1989,,652,13821,,,14473
Benin,BEN,1990,,626,13693,,,14319
Benin,BEN,1991,,598,13556,940,,15094
Benin,BEN,1992,,612,13422,1379,,15413
Benin,BEN,1993,,635,13184,892,,14711
Benin,BEN,1994,,518,12924,957,,14399
Benin,BEN,1995,,603,13586,,,14189
Benin,BEN,1996,,618,13889,,,14507
Benin,BEN,1997,,,15705,,,15705
Benin,BEN,1998,,,16043,,,16043
Benin,BEN,1999,6485,638,16335,650,2503,20126
Benin,BEN,2000,6768,957,17710,763,3035,22465
Benin,BEN,2001,6916,836,19710,955,4971,26472
Benin,BEN,2002,,731,21766,,,22497
Benin,BEN,2003,9598,649,19836,,4359,24844
Benin,BEN,2004,10068,606,25583,,4342,30531
Benin,BEN,2005,,640,28148,,,28788
Benin,BEN,2006,,635,31103,,,31738
Benin,BEN,2008,,1775,35938,3435,,41148
Benin,BEN,2009,,1916,38321,4141,,44378
Benin,BEN,2010,,2928,38540,6440,,47908
Benin,BEN,2011,,4043,42293,6385,,52721
Benin,BEN,2012,,4454,45010,,,49464
Benin,BEN,2013,59391,4556,47201,,29069,80826
Benin,BEN,2014,60400,4818,46454,,30039,81311
Bermuda,BMU,1971,,,341,,,341
Bermuda,BMU,1972,,,363,,,363
Bermuda,BMU,1973,,,354,,,354
Bermuda,BMU,1974,,,346,,,346
Bermuda,BMU,1975,,,325,,,325
Bermuda,BMU,1977,,70,374,,,444
Bermuda,BMU,1978,,,319,,,319
Bermuda,BMU,1979,,,262,,,262
Bermuda,BMU,1980,,,262,,,262
Bermuda,BMU,1981,,,312,67,,379
Bermuda,BMU,1982,,,326,,,326
Bermuda,BMU,1983,,,322,,,322
Bermuda,BMU,1984,,,316,,,316
Bermuda,BMU,1985,,,309,,,309
Bermuda,BMU,1995,,,463,,,463
Bermuda,BMU,1997,,,478,,,478
Bermuda,BMU,2001,305,61,536,107,340,1044
Bermuda,BMU,2002,347,61,548,110,304,1023
Bermuda,BMU,2003,342,56,548,,345,949
Bermuda,BMU,2004,339,57,560,,361,978
Bermuda,BMU,2005,323,,571,69,359,999
Bermuda,BMU,2006,367,,567,,380,947
Bermuda,BMU,2007,,,,88,,88
Bermuda,BMU,2009,,,,83,,83
Bermuda,BMU,2010,402,,608,83,423,1114
Bermuda,BMU,2011,315,55,486,71,355,967
Bermuda,BMU,2012,329,51,429,61,332,873
Bermuda,BMU,2013,405,60,573,,380,1013
Bermuda,BMU,2014,416,46,610,58,406,1120
Bhutan,BTN,1970,,,436,,,436
Bhutan,BTN,1971,,,461,,,461
Bhutan,BTN,1972,,,468,,,468
Bhutan,BTN,1974,,,538,,,538
Bhutan,BTN,1977,,,773,,,773
Bhutan,BTN,1978,,,814,26,,840
Bhutan,BTN,1979,,,897,36,,933
Bhutan,BTN,1980,,,,37,,37
Bhutan,BTN,1982,,,1050,,,1050
Bhutan,BTN,1983,,,1167,35,,1202
Bhutan,BTN,1984,,,1149,,,1149
Bhutan,BTN,1986,,,1321,,,1321
Bhutan,BTN,1987,,,1398,,,1398
Bhutan,BTN,1988,,,1513,,,1513
Bhutan,BTN,1991,,,1817,,,1817
Bhutan,BTN,1993,,,1859,,,1859
Bhutan,BTN,1995,,,1829,,,1829
Bhutan,BTN,1999,625,13,1946,,67,2026
Bhutan,BTN,2000,717,16,2068,,,2084
Bhutan,BTN,2001,763,,2234,,,2234
Bhutan,BTN,2005,1073,18,3203,,426,3647
Bhutan,BTN,2006,1207,,3503,354,855,4712
Bhutan,BTN,2007,,19,,665,,684
Bhutan,BTN,2008,1350,26,3551,793,844,5214
Bhutan,BTN,2009,1727,37,3929,,1012,4978
Bhutan,BTN,2010,1893,79,4262,815,912,6068
Bhutan,BTN,2011,2215,122,4381,948,841,6292
Bhutan,BTN,2012,2251,229,4610,955,1071,6865
Bhutan,BTN,2013,3184,330,3638,,1807,5775
Bhutan,BTN,2014,3227,435,3814,,1964,6213
Bolivia,BOL,1984,,3814,,,,3814
Bolivia,BOL,1986,,2386,,,,2386
Bolivia,BOL,1987,,2636,,,,2636
Bolivia,BOL,1988,,2775,,,,2775
Bolivia,BOL,1989,,3522,,,,3522
Bolivia,BOL,1990,,2895,,,,2895
Bolivia,BOL,1996,,,,11238,,11238
Bolivia,BOL,1999,14237,4967,58441,13324,24545,101277
Bolivia,BOL,2000,16023,5130,59525,12809,23881,101345
Bolivia,BOL,2001,17048,5052,58270,13654,20306,97282
Bolivia,BOL,2002,17827,5102,65254,16262,23156,109774
Bolivia,BOL,2003,18871,5507,64026,17341,25494,112368
Bolivia,BOL,2004,19460,5761,,17759,25444,48964
Bolivia,BOL,2006,,,,,22018,22018
Bolivia,BOL,2007,25088,6126,62430,15685,32824,117065
Bosnia and Herzegovina,BIH,2005,,1046,,,11184,12230
Bosnia and Herzegovina,BIH,2006,,999,,,11167,12166
Bosnia and Herzegovina,BIH,2007,,1016,,,11420,12436
Bosnia and Herzegovina,BIH,2008,,1069,,5222,11702,17993
Bosnia and Herzegovina,BIH,2009,,1117,,5204,11702,18023
Bosnia and Herzegovina,BIH,2010,,1196,,8463,11657,21316
Bosnia and Herzegovina,BIH,2011,,1208,,8643,12149,22000
Bosnia and Herzegovina,BIH,2012,,1238,,9224,12773,23235
Bosnia and Herzegovina,BIH,2013,14722,,9505,9144,13043,31692
Bosnia and Herzegovina,BIH,2014,14903,,9573,9462,13037,32072
Botswana,BWA,1970,,,2275,,,2275
Botswana,BWA,1971,,,2404,,,2404
Botswana,BWA,1972,,,2467,34,,2501
Botswana,BWA,1973,,,2698,40,,2738
Botswana,BWA,1974,,,3047,30,,3077
Botswana,BWA,1975,,,3509,56,,3565
Botswana,BWA,1976,,,3921,62,,3983
Botswana,BWA,1977,,,4495,70,,4565
Botswana,BWA,1978,,,4641,85,,4726
Botswana,BWA,1979,,,4863,90,,4953
Botswana,BWA,1980,,,5316,140,,5456
Botswana,BWA,1981,,,5628,144,,5772
Botswana,BWA,1982,,,5767,131,,5898
Botswana,BWA,1983,,,6360,137,,6497
Botswana,BWA,1984,,,6794,143,,6937
Botswana,BWA,1985,,,6980,190,,7170
Botswana,BWA,1986,,,7324,221,,7545
Botswana,BWA,1987,,,7704,275,,7979
Botswana,BWA,1988,,,8104,,,8104
Botswana,BWA,1989,,,8529,,,8529
Botswana,BWA,1990,,,8956,,,8956
Botswana,BWA,1991,,,9833,600,,10433
Botswana,BWA,1992,,,10463,,,10463
Botswana,BWA,1993,,,11190,,,11190
Botswana,BWA,1994,,,11731,,,11731
Botswana,BWA,1995,,,12306,,,12306
Botswana,BWA,1996,,,,765,,765
Botswana,BWA,1997,,,11454,,,11454
Botswana,BWA,1999,,,11950,,,11950
Botswana,BWA,2000,,,12135,,,12135
Botswana,BWA,2001,,,12370,,,12370
Botswana,BWA,2002,,,12531,,,12531
Botswana,BWA,2003,,,12678,,,12678
Botswana,BWA,2004,,,12717,,,12717
Botswana,BWA,2005,,,12884,,,12884
Botswana,BWA,2006,,1473,13012,,,14485
Botswana,BWA,2007,,1467,12989,,,14456
Botswana,BWA,2008,,1577,13045,,,14622
Botswana,BWA,2009,,1890,13014,,,14904
Botswana,BWA,2012,,1953,14342,2141,,18436
Botswana,BWA,2013,,,15035,,,15035
Brazil,BRA,1970,,16996,457406,42968,,517370
Brazil,BRA,1971,,20720,,49507,,70227
Brazil,BRA,1972,,22586,,58278,,80864
Brazil,BRA,1973,,24573,,59760,,84333
Brazil,BRA,1974,,26355,,64479,,90834
Brazil,BRA,1975,,26393,,92546,,118939
Brazil,BRA,1976,,33079,,90763,,123842
Brazil,BRA,1977,,37600,,95758,,133358
Brazil,BRA,1978,,45255,,104231,,149486
Brazil,BRA,1979,,52038,,102588,,154626
Brazil,BRA,1980,,58788,,109788,,168576
Brazil,BRA,1981,,66824,,120217,,187041
Brazil,BRA,1982,,81049,,121954,,203003
Brazil,BRA,1983,,88149,,122697,,210846
Brazil,BRA,1984,,109514,,,,109514
Brazil,BRA,1985,,115140,,,,115140
Brazil,BRA,1986,,127337,,117211,,244548
Brazil,BRA,1987,,199986,,121228,,321214
Brazil,BRA,1988,,202675,,125483,,328158
Brazil,BRA,1989,,211356,,128029,,339385
Brazil,BRA,1990,,,,131641,,131641
Brazil,BRA,1991,,256208,,133135,,389343
Brazil,BRA,1992,,258157,,134403,,392560
Brazil,BRA,1993,,272619,,137156,,409775
Brazil,BRA,1994,,274582,,141482,,416064
Brazil,BRA,1996,,295517,,164118,,459635
Brazil,BRA,1997,,299864,,,,299864
Brazil,BRA,1999,703214,303560,807053,173836,,1284449
Brazil,BRA,2000,749255,320841,815079,183194,,1319114
Brazil,BRA,2001,835861,352706,858813,203406,,1414925
Brazil,BRA,2002,880864,297484,867003,242475,520192,1927154
Brazil,BRA,2003,920191,382849,877204,299615,549759,2109427
Brazil,BRA,2004,945340,368974,887428,313720,625174,2195296
Brazil,BRA,2005,965613,395676,886781,292504,645969,2220930
Brazil,BRA,2007,732700,329945,754291,367638,529934,1981808
Brazil,BRA,2008,786692,360585,773624,375202,588422,2097833
Brazil,BRA,2009,783747,374715,770703,340817,594246,2080481
Brazil,BRA,2010,793669,384129,762132,345335,618913,2110509
Brazil,BRA,2011,795902,409130,774575,357418,635268,2176391
Brazil,BRA,2012,805357,442494,786411,362732,642888,2234525
Brazil,BRA,2013,809183,284767,789575,367282,632123,2073747
Brazil,BRA,2014,804019,292498,795014,425842,647294,2160648
Brunei,BRN,1970,,,1190,,,1190
Brunei,BRN,1971,,,1406,,,1406
Brunei,BRN,1972,,,1478,,,1478
Brunei,BRN,1973,,,1527,,,1527
Brunei,BRN,1974,,,1584,,,1584
Brunei,BRN,1975,,,1582,,,1582
Brunei,BRN,1976,,,1679,,,1679
Brunei,BRN,1977,,,1761,48,,1809
Brunei,BRN,1978,,106,1996,,,2102
Brunei,BRN,1979,,299,1657,51,,2007
Brunei,BRN,1980,,324,1671,,,1995
Brunei,BRN,1981,,352,1800,,,2152
Brunei,BRN,1982,,348,1923,,,2271
Brunei,BRN,1983,,336,2048,64,,2448
Brunei,BRN,1984,,363,2331,95,,2789
Brunei,BRN,1985,,366,2165,,,2531
Brunei,BRN,1986,,392,2225,151,,2768
Brunei,BRN,1987,,428,,174,,602
Brunei,BRN,1988,,,2725,,,2725
Brunei,BRN,1989,,,2842,,,2842
Brunei,BRN,1991,,451,2543,,,2994
Brunei,BRN,1992,,471,2561,238,,3270
Brunei,BRN,1993,,538,2646,264,,3448
Brunei,BRN,1994,,506,2772,281,,3559
Brunei,BRN,1995,,510,2924,,,3434
Brunei,BRN,1999,1650,566,3282,498,1475,5821
Brunei,BRN,2000,1704,485,3324,483,1540,5832
Brunei,BRN,2001,1771,468,3262,516,1606,5852
Brunei,BRN,2002,1798,553,3536,485,1655,6229
Brunei,BRN,2003,1956,576,3775,492,1809,6652
Brunei,BRN,2004,2142,516,4263,572,1995,7346
Brunei,BRN,2005,2233,623,4548,590,2117,7878
Brunei,BRN,2006,,627,3683,610,,4920
Brunei,BRN,2007,,555,3628,649,,4832
Brunei,BRN,2008,,606,3595,695,,4896
Brunei,BRN,2009,,596,3739,638,,4973
Brunei,BRN,2010,,666,3896,692,,5254
Brunei,BRN,2011,,1081,3861,689,,5631
Brunei,BRN,2012,,963,4038,709,,5710
Brunei,BRN,2013,,970,4146,667,,5783
Brunei,BRN,2014,1442,786,4004,747,3917,9454
Bulgaria,BGR,1971,,18185,,7680,,25865
Bulgaria,BGR,1972,,18199,,8193,,26392
Bulgaria,BGR,1973,,19156,,8736,,27892
Bulgaria,BGR,1974,,20847,,9667,,30514
Bulgaria,BGR,1975,,22265,,10805,,33070
Bulgaria,BGR,1976,,24137,,12230,,36367
Bulgaria,BGR,1977,,25900,,13944,,39844
Bulgaria,BGR,1978,,26408,,14657,,41065
Bulgaria,BGR,1979,,27479,,15578,,43057
Bulgaria,BGR,1980,,28463,,14909,,43372
Bulgaria,BGR,1981,,28996,,14412,,43408
Bulgaria,BGR,1982,,29092,,13910,,43002
Bulgaria,BGR,1983,,29257,,14227,,43484
Bulgaria,BGR,1984,,29317,,14171,,43488
Bulgaria,BGR,1985,,29089,,14918,,44007
Bulgaria,BGR,1986,,28864,,15252,,44116
Bulgaria,BGR,1987,,28718,,17427,,46145
Bulgaria,BGR,1988,,28659,,16900,,45559
Bulgaria,BGR,1989,,28897,,19139,,48036
Bulgaria,BGR,1990,,28312,,20752,,49064
Bulgaria,BGR,1991,,28776,,23663,,52439
Bulgaria,BGR,1992,,28045,,23954,,51999
Bulgaria,BGR,1993,,27400,,21976,,49376
Bulgaria,BGR,1994,,25623,,21148,,46771
Bulgaria,BGR,1995,,24091,,24274,,48365
Bulgaria,BGR,1996,,23890,25503,25339,,74732
Bulgaria,BGR,1997,,23353,25860,26303,,75516
Bulgaria,BGR,1998,,20607,24716,,,45323
Bulgaria,BGR,1999,27436,19297,22983,24444,28545,95269
Bulgaria,BGR,2000,30390,18792,23344,24620,28324,95080
Bulgaria,BGR,2001,28204,17537,21161,21489,28962,89149
Bulgaria,BGR,2002,28149,17458,20789,22283,29256,89786
Bulgaria,BGR,2003,26539,17109,19439,19104,30922,86574
Bulgaria,BGR,2004,25909,17496,18762,20944,31700,88902
Bulgaria,BGR,2005,25203,17662,17873,21102,32050,88687
Bulgaria,BGR,2006,24452,18001,17378,22306,31957,89642
Bulgaria,BGR,2007,23290,18060,16790,21447,31523,87820
Bulgaria,BGR,2008,21827,18169,16346,21380,29873,85768
Bulgaria,BGR,2009,19162,18002,15075,20848,27117,81042
Bulgaria,BGR,2010,18139,18117,14885,20855,25895,79752
Bulgaria,BGR,2011,17900,18147,14608,20648,24657,78060
Bulgaria,BGR,2012,17534,18248,14489,22955,23351,79043
Bulgaria,BGR,2013,17330,18509,14388,23456,22513,78866
Bulgaria,BGR,2014,17278,18769,14596,23012,21946,78323
Burkina Faso,BFA,1971,,,2370,30,,2400
Burkina Faso,BFA,1972,,22,2376,45,,2443
Burkina Faso,BFA,1973,,,2492,50,,2542
Burkina Faso,BFA,1974,,,2775,40,,2815
Burkina Faso,BFA,1975,,9,2813,102,,2924
Burkina Faso,BFA,1976,,19,2997,166,,3182
Burkina Faso,BFA,1977,,,3124,,,3124
Burkina Faso,BFA,1978,,,3204,93,,3297
Burkina Faso,BFA,1979,,,3263,116,,3379
Burkina Faso,BFA,1980,,,3490,,,3490
Burkina Faso,BFA,1981,,15,3700,,,3715
Burkina Faso,BFA,1982,,21,3744,,,3765
Burkina Faso,BFA,1983,,27,4153,289,,4469
Burkina Faso,BFA,1984,,57,4796,333,,5186
Burkina Faso,BFA,1985,,105,5550,,,5655
Burkina Faso,BFA,1986,,135,6091,,,6226
Burkina Faso,BFA,1987,,177,5780,,,5957
Burkina Faso,BFA,1988,,201,6359,,,6560
Burkina Faso,BFA,1989,,201,7729,,,7930
Burkina Faso,BFA,1990,,219,8572,,,8791
Burkina Faso,BFA,1991,,240,8903,387,,9530
Burkina Faso,BFA,1992,,255,9165,,,9420
Burkina Faso,BFA,1993,,270,9412,547,,10229
Burkina Faso,BFA,1994,,351,10300,571,,11222
Burkina Faso,BFA,1995,,351,12754,439,,13544
Burkina Faso,BFA,1996,,381,14037,315,,14733
Burkina Faso,BFA,1997,,423,,352,,775
Burkina Faso,BFA,1998,,441,16724,,,17165
Burkina Faso,BFA,1999,4775,,16660,773,1440,18873
Burkina Faso,BFA,2000,,,17435,,,17435
Burkina Faso,BFA,2001,,,19007,,,19007
Burkina Faso,BFA,2002,,,20676,807,,21483
Burkina Faso,BFA,2003,,,22664,,,22664
Burkina Faso,BFA,2004,,,23402,,,23402
Burkina Faso,BFA,2005,,,26938,1984,,28922
Burkina Faso,BFA,2006,,,30341,,,30341
Burkina Faso,BFA,2007,,1723,32760,1886,,36369
Burkina Faso,BFA,2008,,,35617,2245,,37862
Burkina Faso,BFA,2009,12504,,38983,2515,5747,47245
Burkina Faso,BFA,2010,,,39077,2889,,41966
Burkina Faso,BFA,2011,,2097,41857,3531,,47485
Burkina Faso,BFA,2012,,2527,48592,3671,,54790
Burkina Faso,BFA,2013,,2729,53505,3786,,60020
Burkina Faso,BFA,2014,,,58294,,,58294
Burundi,BDI,1971,,18,4955,102,,5075
Burundi,BDI,1972,,14,4980,108,,5102
Burundi,BDI,1973,,,3954,108,,4062
Burundi,BDI,1974,,,4022,165,,4187
Burundi,BDI,1975,,,4159,215,,4374
Burundi,BDI,1976,,,4199,223,,4422
Burundi,BDI,1977,,,4245,,,4245
Burundi,BDI,1978,,,4385,,,4385
Burundi,BDI,1979,,,4445,248,,4693
Burundi,BDI,1980,,,4623,231,,4854
Burundi,BDI,1981,,,4805,,,4805
Burundi,BDI,1982,,23,5252,,,5275
Burundi,BDI,1983,,26,5500,,,5526
Burundi,BDI,1984,,29,5760,,,5789
Burundi,BDI,1985,,25,6322,447,,6794
Burundi,BDI,1986,,32,6866,467,,7365
Burundi,BDI,1987,,44,7256,462,,7762
Burundi,BDI,1988,,,7534,477,,8011
Burundi,BDI,1989,,49,8244,500,,8793
Burundi,BDI,1990,,,9049,,,9049
Burundi,BDI,1991,,,9465,436,,9901
Burundi,BDI,1992,,,9582,539,,10121
Burundi,BDI,1993,,,10400,556,,10956
Burundi,BDI,1996,,,9475,,,9475
Burundi,BDI,1998,,,11597,300,,11897
Burundi,BDI,1999,,176,12107,379,,12662
Burundi,BDI,2000,,190,12731,524,,13445
Burundi,BDI,2001,,231,14955,507,,15693
Burundi,BDI,2002,,259,16651,608,,17518
Burundi,BDI,2003,,278,17931,612,,18821
Burundi,BDI,2004,,318,18899,669,,19886
Burundi,BDI,2005,,,21289,1051,,22340
Burundi,BDI,2006,,421,24452,,,24873
Burundi,BDI,2007,,439,28671,,,29110
Burundi,BDI,2009,9258,1819,33867,1487,1637,38810
Burundi,BDI,2010,,1617,36557,1784,,39958
Burundi,BDI,2011,,1222,40288,1819,,43329
Burundi,BDI,2012,,1418,42052,1819,,45289
Burundi,BDI,2013,,1559,44662,3059,,49280
Burundi,BDI,2014,10587,1899,46887,,5086,53872
Cambodia,KHM,1971,,,20046,,,20046
Cambodia,KHM,1972,,,,1263,,1263
Cambodia,KHM,1973,,,20374,1164,,21538
Cambodia,KHM,1981,,630,30316,,,30946
Cambodia,KHM,1982,,818,31884,,,32702
Cambodia,KHM,1983,,956,34859,,,35815
Cambodia,KHM,1984,,1493,35479,,,36972
Cambodia,KHM,1985,,1835,35878,,,37713
Cambodia,KHM,1986,,2398,35080,,,37478
Cambodia,KHM,1987,,2625,36754,,,39379
Cambodia,KHM,1988,,3017,37292,,,40309
Cambodia,KHM,1989,,3209,36930,,,40139
Cambodia,KHM,1990,,3383,36533,,,39916
Cambodia,KHM,1991,,2959,40820,,,43779
Cambodia,KHM,1994,,2058,37616,784,,40458
Cambodia,KHM,1995,,1954,37827,784,,40565
Cambodia,KHM,1997,,1899,43205,852,,45956
Cambodia,KHM,1998,,1932,43282,1001,,46215
Cambodia,KHM,1999,13769,,44542,1066,4202,49810
Cambodia,KHM,2000,14107,2350,44852,1664,4923,53789
Cambodia,KHM,2001,15550,3325,45914,2124,4736,56099
Cambodia,KHM,2002,16511,3201,48476,2126,5486,59289
Cambodia,KHM,2003,17471,3481,49293,2479,6278,61531
Cambodia,KHM,2004,18724,3209,50186,3605,,57000
Cambodia,KHM,2005,19223,3869,50654,2498,,57021
Cambodia,KHM,2006,18689,4276,51212,3261,8381,67130
Cambodia,KHM,2007,20630,4415,48736,,9628,62779
Cambodia,KHM,2008,23862,5211,48223,,,53434
Cambodia,KHM,2009,23719,,46658,,,46658
Cambodia,KHM,2010,24850,4121,46905,,,51026
Cambodia,KHM,2011,,4224,47033,10758,,62015
Cambodia,KHM,2012,27406,4973,48002,,,52975
Cambodia,KHM,2013,27350,5096,47413,,,52509
Cambodia,KHM,2014,28107,5795,47691,,,53486
Cameroon,CMR,1971,,,19359,220,,19579
Cameroon,CMR,1972,,,19159,278,,19437
Cameroon,CMR,1973,,,19813,328,,20141
Cameroon,CMR,1974,,,19719,,,19719
Cameroon,CMR,1975,,,20803,,,20803
Cameroon,CMR,1976,,,22209,,,22209
Cameroon,CMR,1977,,747,23029,,,23776
Cameroon,CMR,1978,,915,24046,,,24961
Cameroon,CMR,1979,,1228,24843,,,26071
Cameroon,CMR,1980,,1295,25289,410,,26994
Cameroon,CMR,1981,,1512,26763,,,28275
Cameroon,CMR,1982,,,28585,,,28585
Cameroon,CMR,1983,,1715,31588,,,33303
Cameroon,CMR,1984,,2037,31030,,,33067
Cameroon,CMR,1985,,2357,32082,,,34439
Cameroon,CMR,1986,,2454,33598,,,36052
Cameroon,CMR,1987,,2954,35728,984,,39666
Cameroon,CMR,1988,,3067,36548,,,39615
Cameroon,CMR,1989,,3218,37261,,,40479
Cameroon,CMR,1990,,3444,37804,,,41248
Cameroon,CMR,1991,,3567,38430,1086,,43083
Cameroon,CMR,1992,,3490,40012,,,43502
Cameroon,CMR,1994,,3755,,,,3755
Cameroon,CMR,1995,,3778,40970,,,44748
Cameroon,CMR,1997,,4545,39384,,,43929
Cameroon,CMR,1998,,4642,39084,,,43726
Cameroon,CMR,1999,,4438,41142,2645,,48225
Cameroon,CMR,2000,,5170,,3011,,8181
Cameroon,CMR,2001,,5310,42873,2926,,51109
Cameroon,CMR,2002,,5525,45089,3024,,53638
Cameroon,CMR,2003,,5902,49042,3166,,58110
Cameroon,CMR,2004,,7707,55266,2993,,65966
Cameroon,CMR,2005,,8041,62280,3173,,73494
Cameroon,CMR,2006,,9198,67081,,,76279
Cameroon,CMR,2007,,12349,70230,3040,,85619
Cameroon,CMR,2008,,12115,69544,3834,,85493
Cameroon,CMR,2009,,12907,72344,,,85251
Cameroon,CMR,2010,,14522,76655,4235,,95412
Cameroon,CMR,2011,,15373,78903,,,94276
Cameroon,CMR,2012,,17546,84467,,,102013
Cameroon,CMR,2013,61527,,,,31071,31071
