Entity,Code,Year,Lower_secondary_education,Pre-primary_education,Primary_education,Tertiary_education_programmes,Upper_secondary_education,Total
World,OWID_WRL,1996,14092364,5034371,24006956,5886507,9564916,44492750
World,OWID_WRL,1997,14440800,5084839,24225820,6076756,9628973,45016388
World,OWID_WRL,1998,14765069,5177951.5,24463266,6203984,9588080,45433281.5
World,OWID_WRL,1999,14570829,5305166,24615804,6439859.5,10226010,46586839.5
World,OWID_WRL,2000,14954406,5556952.5,24941900,6723706,10375260,47597818.5
World,OWID_WRL,2001,15285341,5476650,25115178,7019295,10051553,47662676
World,OWID_WRL,2002,15787516,5619357.5,25399338,7491673,10294567,48804935.5
World,OWID_WRL,2003,15899354,5878105,25833452,7876768,11040846,50629171
World,OWID_WRL,2004,16052061,6083759.5,26891506,8366185.5,11405735,52747186
World,OWID_WRL,2005,16425609,6358156,26852954,9190857,11903162,54305129
World,OWID_WRL,2006,16642216,6495145.5,27054980,9477219,12357516,55384860.5
World,OWID_WRL,2007,16904798,6776643.5,27480140,10000222,13116064,57373069.5
World,OWID_WRL,2008,17213914,7206088.5,27752952,10533131,13776521,59268692.5
World,OWID_WRL,2009,17467588,7341683.5,28140380,10684376,14056157,60222596.5
World,OWID_WRL,2010,17589640,7611152,28630294,11118163,14446255,61805864
World,OWID_WRL,2011,17558444,8085807.5,29046914,11560826,14573177,63266724.5
World,OWID_WRL,2012,17585218,8634297,29375428,11875704,14965539,64850968
World,OWID_WRL,2013,17998786,8922730,30133678,11958504,14044633,65059545
World,OWID_WRL,2014,18078544,9359294,30270762,12489639,14035726,66155421
Yemen,YEM,1991,,665,,,,665
Yemen,YEM,1992,,645,,1800,,2445
Yemen,YEM,1994,,680,,,,680
Yemen,YEM,1999,29317,754,102941,4948,18728,127371
Yemen,YEM,2003,,964,,,,964
Yemen,YEM,2004,,1043,,,,1043
Yemen,YEM,2005,,1179,,6845,,8024
Yemen,YEM,2006,,,,6839,,6839
Yemen,YEM,2007,,,,7356,,7356
Yemen,YEM,2010,83446,1683,111227,,,112910
Yemen,YEM,2011,91591,1999,120339,,,122338
Yemen,YEM,2012,,,121805.2266,,,121805.2266
Yemen,YEM,2013,,,,,29040.33203,29040.33203
Zambia,ZMB,1970,,,14852,219,,15071
Zambia,ZMB,1971,,,14708,,,14708
Zambia,ZMB,1972,,,16491,,,16491
Zambia,ZMB,1973,,,16920,,,16920
Zambia,ZMB,1974,,,17881,304,,18185
Zambia,ZMB,1975,,,18096,,,18096
Zambia,ZMB,1976,,,19089,,,19089
Zambia,ZMB,1977,,,19441,,,19441
Zambia,ZMB,1978,,,19868,,,19868
Zambia,ZMB,1979,,,22470,717,,23187
Zambia,ZMB,1980,,,21455,,,21455
Zambia,ZMB,1981,,,22258,,,22258
Zambia,ZMB,1982,,,23431,,,23431
Zambia,ZMB,1983,,,25697,,,25697
Zambia,ZMB,1984,,,27080,,,27080
Zambia,ZMB,1985,,,27302,,,27302
Zambia,ZMB,1986,,,30189,1345,,31534
Zambia,ZMB,1987,,,30534,996,,31530
Zambia,ZMB,1988,,,32348,,,32348
Zambia,ZMB,1990,,,33200,,,33200
Zambia,ZMB,1994,,,36697,,,36697
Zambia,ZMB,1995,,,38528,,,38528
Zambia,ZMB,1996,,,39716,,,39716
Zambia,ZMB,1999,2497,,30369,,,30369
Zambia,ZMB,2000,3478,,31870,,,31870
Zambia,ZMB,2001,3943,,33850,,,33850
Zambia,ZMB,2002,4480,,36008,,,36008
Zambia,ZMB,2004,4371,,42043,,,42043
Zambia,ZMB,2005,4670,,45554,,,45554
Zambia,ZMB,2006,5335,,46988,,,46988
Zambia,ZMB,2007,6148,,50409,,,50409
Zambia,ZMB,2008,8108,,53703,,,53703
Zambia,ZMB,2010,8336,,54716,,,54716
Zambia,ZMB,2011,7943,,54243,,,54243
Zambia,ZMB,2012,9270,,63697,,,63697
Zambia,ZMB,2013,9410,,64139,,,64139
Zimbabwe,ZWE,1973,,,19338,,,19338
Zimbabwe,ZWE,1974,,,20540,,,20540
Zimbabwe,ZWE,1975,,,21202,,,21202
Zimbabwe,ZWE,1976,,,21792,,,21792
Zimbabwe,ZWE,1977,,,22214,,,22214
Zimbabwe,ZWE,1978,,,22555,,,22555
Zimbabwe,ZWE,1979,,,18483,,,18483
Zimbabwe,ZWE,1980,,,28118,,,28118
Zimbabwe,ZWE,1981,,,37773,,,37773
Zimbabwe,ZWE,1982,,,45467,,,45467
Zimbabwe,ZWE,1983,,,52502,,,52502
Zimbabwe,ZWE,1984,,,54086,,,54086
Zimbabwe,ZWE,1985,,,56067,,,56067
Zimbabwe,ZWE,1986,,,58257,,,58257
Zimbabwe,ZWE,1987,,,57120,,,57120
Zimbabwe,ZWE,1988,,,57762,,,57762
Zimbabwe,ZWE,1989,,,58362,,,58362
Zimbabwe,ZWE,1990,,,59154,2308,,61462
Zimbabwe,ZWE,1991,,,58436,2585,,61021
Zimbabwe,ZWE,1992,,,60834,3076,,63910
Zimbabwe,ZWE,1993,,,61506,,,61506
Zimbabwe,ZWE,1995,,12128,63475,,,75603
Zimbabwe,ZWE,1996,,,63718,,,63718
Zimbabwe,ZWE,1997,,,63900,,,63900
Zimbabwe,ZWE,1998,,,64538,,,64538
Zimbabwe,ZWE,1999,,,59973,,,59973
